Fast and Lightweight Object Detection Network: Detection and Recognition on Resource Constrained Devices,"Bernardo Augusto Godinho de Oliveira, Fl&aacute;via Magalh&atilde;es Freitas Ferreira, Carlos Augusto Paiva da Silva Martins, ",2018,0
Computer-aided diagnosis system for ulcer detection in wireless capsule endoscopy videos,"Said Charfi, Mohamed El Ansari, ",2017,0
Multi-view visual saliency-based MRI classification for alzheimer's disease diagnosis,"Olfa Ben-Ahmed, Francois Lecellier, Marc Paccalin, Christine Fernandez-Maloigne, ",2017,0
Superpixel-based salient region detection using the wavelet transform,"Masoumeh Rezaei Abkenar, M. Omair Ahmad, ",2016,1
Patch-based salient region detection using statistical modeling in the non-subsampled contourlet domain,"M. Rezaie Abkenar, H. Sadreazami, M. Omair Ahmad, ",2017,0
Quaternion-based salient region detection using scale space analysis,"Masoumeh Rezaei Abkenar, M. Omair Ahmad, ",2015,1
CrowdGIS: Updating Digital Maps via Mobile Crowdsensing,"Zhe Peng, Shang Gao, Bin Xiao, Songtao Guo, Yuanyuan Yang, ",2018,0
Hookworm Detection in Wireless Capsule Endoscopy Images With Deep Learning,"Jun-Yan He, Xiao Wu, Yu-Gang Jiang, Qiang Peng, Ramesh Jain, ",2018,0
Discriminative Joint-Feature Topic Model With Dual Constraints for WCE Classification,"Yixuan Yuan, Xiwen Yao, Junwei Han, Lei Guo, Max Q. -H. Meng, ",2018,0
WCE Abnormality Detection Based on Saliency and Adaptive Locality-Constrained Linear Coding,"Yixuan Yuan, Baopu Li, Max Q. -H. Meng, ",2017,2,CrowdGIS: Updating Digital Maps via Mobile Crowdsensing,Hookworm Detection in Wireless Capsule Endoscopy Images With Deep Learning,Discriminative Joint-Feature Topic Model With Dual Constraints for WCE Classification
Visual Attention Modeling for Stereoscopic Video: A Benchmark and Computational Model,"Yuming Fang, Chi Zhang, Jing Li, Jianjun Lei, Matthieu Perreira Da Silva, Patrick Le Callet, ",2017,0
Intensity and Compactness Enabled Saliency Estimation for Leakage Detection in Diabetic and Malarial Retinopathy,"Yitian Zhao, Yalin Zheng, Yonghuai Liu, Jian Yang, Yifan Zhao, Duanduan Chen, Yongtian Wang, ",2017,3,Visual Attention Modeling for Stereoscopic Video: A Benchmark and Computational Model
Automatic Polyp Detection via a Novel Unified Bottom-Up and Top-Down Saliency Approach,"Yixuan Yuan, Dengwang Li, Max Q. -H. Meng, ",2018,0
A fully automated ulcer detection system for wireless capsule endoscopy images,"Meryem Souaidi, Abdelkaher Ait Abdelouahad, Mohamed El Ansari, ",2017,0
Saliency Based Ulcer Detection for Wireless Capsule Endoscopy Diagnosis,"Yixuan Yuan, Jiaole Wang, Baopu Li, Max Q. -H. Meng, ",2015,14,Computer-aided diagnosis system for ulcer detection in wireless capsule endoscopy videos,Saliency based Wireless Capsule Endoscopy video abstract,Multi-view visual saliency-based MRI classification for alzheimer's disease diagnosis,Superpixel-based salient region detection using the wavelet transform,Patch-based salient region detection using statistical modeling in the non-subsampled contourlet domain,Quaternion-based salient region detection using scale space analysis,WCE Abnormality Detection Based on Saliency and Adaptive Locality-Constrained Linear Coding,Intensity and Compactness Enabled Saliency Estimation for Leakage Detection in Diabetic and Malarial Retinopathy,Discriminative Joint-Feature Topic Model With Dual Constraints for WCE Classification,Automatic Polyp Detection via a Novel Unified Bottom-Up and Top-Down Saliency Approach
A vision system for traffic sign detection and recognition,"Jian-He Shi, Huei-Yung Lin, ",2017,0
Vision-based traffic sign compliance evaluation using convolutional neural network,"Edison A. Roxas, Joshua N. Acilo, Ryan Rhay P. Vicerra, Elmer P. Dadios, Argel A. Bandala, ",2018,0
An efficient automatic traffic sign detection and recognition method for smartphones,"Po-Cheng Shih, Chi-Yi Tsai, Chun-Fei Hsu, ",2017,0
Traffic sign recognition using convolutional neural networks,"Kaoutar Sefrioui Boujemaa, Ismail Berrada, Afaf Bouhoute, Karim Boubouh, ",2017,0
Detection and recognition of traffic signs inside the attentional visual field of drivers,"S. J. Zabihi, S. M. Zabihi, S. S. Beauchemin, M. A. Bauer, ",2017,0
From corners to rectangles &mdash; Directional road sign detection using learned corner representations,"Thomas Wenzel, Ta-Wei Chou, Steffen Brueggert, Joachim Denzler, ",2017,0
Complementary features for traffic sign detection and recognition,"Ayoub Ellahyani, Mohamed El Ansari, ",2016,2,Computer-aided diagnosis system for ulcer detection in wireless capsule endoscopy videos,A fully automated ulcer detection system for wireless capsule endoscopy images
Automated speed limit identification for efficient driving system,"Ayesha Waqar Mir, Hafsah Ahmed, Asim Altaf Shah, ",2017,0
Traffic sign detection and classification using colour feature and neural network,"Md. Abdul Alim Sheikh, Alok Kole, Tanmoy Maity, ",2016,0
A lighting independent vision based system for driver assistance,"Sabnne Hamdi, Hassene Faiedh, Chokn Souani, Kamel Besbes, ",2016,1
Multi-scale self-searching saliency detection combined with rectangular diffusion,"Tengfei Song, Zhengyi Liu, ",2017,0
Salient object detection by combing eye fixation prediction and semantic segmentation,"Tan Xiuli, Chen Shuhan, Hu Xuelong, ",2017,0
Edge Preserving and Multi-Scale Contextual Neural Network for Salient Object Detection,"Xiang Wang, Huimin Ma, Xiaozhi Chen, Shaodi You, ",2018,0
A dense semantic mapping system based on CRF-RNN network,"Jiyu Cheng, Yuxiang Sun, Max Q. -H. Meng, ",2017,0
ScanNet: Richly-Annotated 3D Reconstructions of Indoor Scenes,"Angela Dai, Angel X. Chang, Manolis Savva, Maciej Halber, Thomas Funkhouser, Matthias Nie&szlig;ner, ",2017,0
SceneNet RGB-D: Can 5M Synthetic Images Beat Generic ImageNet Pre-training on Indoor Segmentation?,"John McCormac, Ankur Handa, Stefan Leutenegger, Andrew J. Davison, ",2017,0
Earthquake Safety Training through Virtual Drills,"Changyang Li, Wei Liang, Chris Quigley, Yibiao Zhao, Lap-Fai Yu, ",2017,0
Eyes in the Dark: Distributed Scene Understanding for Disaster Management,"Liangzhi Li, Kaoru Ota, Mianxiong Dong, Wuyunzhaola Borjigin, ",2017,1
Colored Point Cloud Registration Revisited,"Jaesik Park, Qian-Yi Zhou, Vladlen Koltun, ",2017,0
Multiple-Level Feature-Based Measure for Retargeted Image Quality,"Yabin Zhang, Weisi Lin, Qiaohong Li, Wentao Cheng, Xinfeng Zhang, ",2018,0
Quality Assessment of Retargeted Images Using Hand-Crafted and Deep-Learned Features,"Zhenqi Fu, Feng Shao, Qiuping Jiang, Randi Fu, Yo-Sung Ho, ",2018,0
Social Media: New Perspectives to Improve Remote Sensing for Emergency Response,"Jun Li, Zhi He, Javier Plaza, Shutao Li, Jinfen Chen, Henglin Wu, Yandong Wang, Yu Liu, ",2017,0
Robust Quantization for General Similarity Search,"Yuchen Guo, Guiguang Ding, Jungong Han, ",2018,0
Duplex Metric Learning for Image Set Classification,"Gong Cheng, Peicheng Zhou, Junwei Han, ",2018,0
Spatially Adaptive Sparse Representation for Target Detection in Hyperspectral Images,"Yiming Zhang, Bo Du, Yuxiang Zhang, Liangpei Zhang, ",2017,0
Spatiotemporal Fusion of MODIS and Landsat-7 Reflectance Images via Compressed Sensing,"Jingbo Wei, Lizhe Wang, Peng Liu, Xiaodao Chen, Wei Li, Albert Y. Zomaya, ",2017,0
