Natural dye-doped poly(methyl methacrylate) microparticles for nonlinear optics,"Athiyanathil Sujith, Aleplakkotte Shebi, Palengara Sudheesh, Madathil Sunil Kumar, Keloth Chandrasekharan, ",2014,0
Deposition of copper-phthalocyanine thin films by laser ablation and its application for an organic electroluminescence device,"F. Kannari, N. Matsumoto, E. Ina, T. Fujii, ",1996,0
Deposition of functional organic thin films by laser ablation using UV and VUV lasers,"F. Kannari, ",1999,0
F2 laser deposition of CdTe microcrystallites-doped fluoropolymer thin films,"S. Inoue, T. Fujii, Y. Ueno, F. Kannari, ",1995,6,Deposition of copper-phthalocyanine thin films by laser ablation and its application for an organic electroluminescence device,Deposition of functional organic thin films by laser ablation using UV and VUV lasers
Direct-detection optical CDMA receiver with interference estimation and double optical hardlimiters,"K. Wakafuji, T. Ohtsuki, ",2003,0
Extremely nonlinear nano-modified liquid and liquid crystal optical metamaterials,"I. C. Khoo, A. Diaz, J. Liou, Mike Stinger, J. H. Park, Junbin Huang, Yi Ma, ",2008,0
Nonlinear Organic Liquid-Cored Fiber Array for All-Optical Switching and Sensor Protection Against Short-Pulsed Lasers,"Iam Choon Khoo, ",2008,14,Extremely nonlinear nano-modified liquid and liquid crystal optical metamaterials
Passive optical limiting of picosecond-nanosecond laser pulses using highly nonlinear organic liquid cored fiber array,"Iam-Choon Koo, A. Diaz, M. V. Wood, Po Hsu Chen, ",2001,17,Direct-detection optical CDMA receiver with interference estimation and double optical hardlimiters,Nonlinear Organic Liquid-Cored Fiber Array for All-Optical Switching and Sensor Protection Against Short-Pulsed Lasers
Studies of long-pulse responses in four-wave mixing using a step-modulated probe,"J. A. Buck, D. P. Forrai, ",1993,0
Comparative Analysis of a Planar Slotted Microdisk Resonator,"Andrea Armaroli, Alain Morand, Pierre Benech, Gaetano Bellanca, Stefano Trillo, ",2009,5
Microcavities: an inspiration for advanced modelling techniques,"T. M. Benson, P. Sewell, S. V. Boriskina, V. Janyani, A. Al-Jarro, A. Vukovic, N. Sakhnenko, E. I. Smotrova, A. I. Nosich, A. G. Nerukh, ",2005,1,Comparative Analysis of a Planar Slotted Microdisk Resonator
Comparison of Frequency Transformation in Time-Varying Dielectric Plane Waveguide and Circular Resonator,"Nataliya Sakhnenko, Alexander Nerukh, ",2006,0
Waveguiding and Resonant Cylindrical Structures with Time-Varying Permittivity,"Nataliya Sakhnenko, Alexander Nerukh, ",2007,0
Dual Representation of Field Evolution in Dielectric Waveguide with Time Discontinuity,"Alexander Nerukh, Nataliya Sakhnenko, ",2007,0
Micro-resonators: simulation and application,"T. M. Benson, S. V. Boriskina, P. Sewell, A. Vukovic, A. I. Nosich, V. Janyani, A. Al-Jarro, N. Sakhnenko, E. I. Smotrova, A. G. Nerukh, ",2005,0
Numerical simulations of 3D micro-resonators,"T. M. Benson, A. Vukovic, J. G. Wykes, A. Al-Jarro, P. Sewell, ",2008,0
Box-like spectral output of nested ring feedback Mach-Zehnder interferometer,"S. Darmawan, M. K. Chin, ",2006,0
Volterra integral equations for nonstationary electromagnetic processes in time-varying dielectric waveguides,"A. G. Nerukh, P. Sewell, T. M. Benson, ",2004,11,Transient response of circular waveguide modes on refractive index change in core,Microcavities: an inspiration for advanced modelling techniques,Comparison of Frequency Transformation in Time-Varying Dielectric Plane Waveguide and Circular Resonator,Waveguiding and Resonant Cylindrical Structures with Time-Varying Permittivity,Dual Representation of Field Evolution in Dielectric Waveguide with Time Discontinuity,Micro-resonators: simulation and application
High-Intensity Laser Frequency Doubling in KDP with a Temperature Distribution,"Wei Li, Guoying Feng, Xu Han, Ting Shao, ",2010,0
